Date of Final Decision,Submission Number,Device,Company,Panel (Lead),Primary Product Code
4/1/25,K242925,MR Contour DL,GE HealthCare,Radiology,QKB
3/31/25,K242166,TribusConnect,TribusMed Beheer BV,Radiology,QIH
3/27/25,K243038,Salix Central,Artrya Limited,Radiology,QIH
3/27/25,K242745,AI-Rad Companion Organs RT,Siemens Healthcare GmbH,Radiology,QKB
3/27/25,K242919,V5med Lung AI,V5med Inc.,Radiology,OEB
3/26/25,K243831,Rayvolve LN,AZmed,Radiology,MYN
3/26/25,K243891,EarliPoint System,EarliTec Diagnostics,Neurology,QPF
3/21/25,K243808,Rayvolve PTX-PE,AZmed,Radiology,QFM
3/21/25,K250186,GoLIF! Lumbar Interbody Fusion System,"GetSet Surgical, SA",Orthopedic,MAX
3/20/25,K243292,brAIn Shoulder Positioning,Avatar Medical,Radiology,LLZ
3/20/25,K241961,Vent Creativity Knee v1.0 (Hermes),Vent Creativity,Radiology,QIH
3/19/25,K250042,PeekMed web,"Peek Health, S.A.",Radiology,QIH
3/19/25,K243689,AVIEW,"Coreline Soft Co., Ltd.",Radiology,QIH
3/18/25,K242683,QP-Prostate® CAD,Quibim S.L.,Radiology,QDQ
3/17/25,K250379,SIGNA Prime Elite,"GE Medical Systems, LLC",Radiology,LNH
3/17/25,K243862,LVivo Software Application,DiA Imaging Analysis Ltd.,Radiology,QIH
3/14/25,K241960,DeepRESP,Nox Medical ehf,Neurology,OLZ
3/14/25,K242323,Maestro System (REF100),Moon Surgical,Gastroenterology-Urology,QZB
3/13/25,K250255,xvision Spine system,Augmedics Ltd.,Neurology,SBF
3/11/25,K241725,Better Diagnostics Caries Assist (BDCA) Version 1.0,Better Diagnostics AI Corp,Radiology,MYN
3/7/25,K242338,Cleerly LABS (v2.0),"Cleerly, Inc.",Radiology,QIH
3/6/25,K243331,LVivo Seamless,DiA Imaging Analysis Ltd.,Radiology,QIH
3/5/25,K241770,Prostate MR AI (VA10A),Siemens Healthcare GmbH,Radiology,QDQ
3/4/25,K243933,Ceevra Reveal 3+,"Ceevra, Inc.",Radiology,QIH
3/3/25,K243235,LVivo Software Application,DiA Imaging Analysis Ltd.,Radiology,QIH
3/3/25,K243611,JLK-SDH,"JLK, Inc.",Radiology,QAS
2/28/25,K242798,Airmod,Heroic Faith International Ltd.,Anesthesiology,BZQ
2/28/25,K241922,Myomics,Phantomics Inc.,Radiology,QIH
2/27/25,K241620,ChestView US,Gleamer SAS,Radiology,MYN
2/26/25,K241222,Ventripoint Medical System Plus (VMS+) 4.0,Ventripoint Diagnostics Ltd.,Radiology,QIH
2/26/25,K241546,aiCockpit AI Viewer,"Fovia, Inc.",Radiology,LLZ
2/25/25,K243446,3DXR,GE Medical Systems SCS,Radiology,OWB
2/25/25,K242967,Loss of Pulse Detection,Fitbit,Cardiovascular,SDY
2/25/25,K242822,ART-Plan+ (v.3.0.0),Therapanacea SAS,Radiology,MUJ
2/24/25,K242994,OncoStudio (OS-01),"OncoSoft. Co., Ltd.",Radiology,QKB
2/21/25,K242838,QuickRad,Aikenist Technologies Pvt Ltd,Radiology,LLZ
2/21/25,K242607,ScanDiags Ortho L-Spine MR-Q,ScanDiags AG,Radiology,QIH
2/21/25,K243614,Sonio Suspect,Sonio,Radiology,POK
2/20/25,K242821,EFAI Chestsuite XR Malpositioned ETT Assessment System (ETT-XR-100),"Ever Fortune.AI, Co., Ltd.",Radiology,QAS
2/20/25,K242240,CaRi-Plaque,Caristo Diagnostics Ltd.,Radiology,LLZ
2/20/25,K242447,Falcon HST,Compumedics Limited,Neurology,OLV
2/14/25,K250248,BriefCase-Triage,"Aidoc Medical, Ltd.",Radiology,QAS
2/14/25,K243294,Brainomix 360 e-ASPECTS,Brainomix Limited,Radiology,POK
2/14/25,K243696,AVIEW CAC,"Coreline Soft Co., Ltd.",Radiology,QIH
2/12/25,K243250,SubtleHD (1.x),"Subtle Medical, Inc.",Radiology,QIH
2/12/25,K243702,V8 Diagnostic Ultrasound System; cV8 Diagnostic Ultrasound System; V7 Diagnostic Ultrasound System; cV7 Diagnostic Ultrasound System; V6 Diagnostic Ultrasound System; cV6 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",Radiology,IYN
2/12/25,K243523,NAEOTOM Alpha.Peak/ NAEOTOM Alpha; NAEOTOM Alpha.Pro; NAEOTOM Alpha.Prime,"Siemens Medical Solutions USA, Inc.",Radiology,JAK
2/11/25,K243620,Vivid iq,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN
2/11/25,K243628,Vivid T9/Vivid T8,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN
2/10/25,K241659,Ultrasound Workspace (UWS 6.0),Philips Ultrasound LLC,Radiology,QIH
2/6/25,K243794,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,Philips Ultrasound LLC,Radiology,IYN
2/5/25,K241593,BoneMetrics (US),Gleamer SAS,Radiology,QIH
2/3/25,K243268,TipTraQ (TTQ001),PranaQ Pte. Ltd.,Anesthesiology,MNR
2/3/25,K250035,Contour ProtégéAI+,MIM Software Inc.,Radiology,QKB
1/30/25,K241292,MyShoulder Planner (5.3SSWPL),Medacta International S.A.,Orthopedic,KWS
1/29/25,K243042,Co-Ablation System with Sterile Co-Ablation Probe,"Hygea Medical Technology Co., Ltd.",General and Plastic Surgery,GEH
1/28/25,K244027,SANSA HSAT,Huxley Medical,Anesthesiology,MNR
1/27/25,K243229,Bunkerhill AVC,BunkerHill Health,Radiology,JAK
1/24/25,K241232,Galen Second Read,Ibex Medical Analytics Ltd.,Pathology,QPN
1/24/25,K244023,MAGENTIQ-COLO (ME-APDS),Magentiq Eye LTD,Gastroenterology-Urology,QNP
1/24/25,K243657,ClearPoint System (Software Version 3.0),"ClearPoint Neuro, Inc.",Neurology,HAW
1/23/25,K243158,TeraRecon Aorta.CT (1.1.0),"TeraRecon, Inc.",Radiology,QIH
1/22/25,K243350,Rapid Neuro3D,"iSchemaView, Inc.",Radiology,QIH
1/21/25,K243955,Precision AI Surgical Planning System (PAI-SPS),Precision AI Pty Ltd,Orthopedic,QHE
1/17/25,K241949,Digital Color Doppler Ultrasound System (P60 Series),Sonoscape Medical Corp.,Radiology,IYN
1/17/25,K242171,TechCare Trauma,Milvue,Radiology,QBS
1/17/25,K242825,Prenuvo Body Composition,Prenuvo,Radiology,LNH
1/16/25,K242522,Second Opinion CC,Pearl Inc.,Radiology,MYN
1/15/25,K243065,Cardiac Guidance,"Caption Health, Inc.",Radiology,QJU
1/14/25,K241166,uCT 550,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK
1/13/25,K243950,ARVIS® Shoulder,Kico Knee Innovation Company Pty Ltd,Neurology,SBF
1/13/25,K241200,SpotLight/SpotLight Duo with Low Dose Lung Cancer Screening Option,Arineta Ltd.,Radiology,JAK
1/10/25,K241676,TriVerity,"Inflammatix, Inc.",Microbiology,PRE
1/10/25,K241009,PeriCALM Patterns 3.0,"PeriGen, Inc.",Obstetrics and Gynecology,HGM
1/10/25,K241891,ScreenDx,"Imvaria, Inc",Radiology,QWO
1/7/25,K243335,"Vantage Galan 3T, MRT-3020, V10.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH
1/7/25,K241079,uCT 780,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK
1/6/25,K243481,TMINI Miniature Robotic System,"THINK Surgical, Inc.",Neurology,OLO
1/6/25,K242488,Soteria E-View,"Omega Medical Imaging, LLC",Radiology,JAA
1/6/25,K242123,Brainomix 360 e-CTA,Brainomix Limited,Radiology,LLZ
1/3/25,K243363,JLK-ICH,"JLK, Inc.",Radiology,QAS
1/3/25,K241350,Clarify DL,"GE Medical Systems Israel, Functional Imaging",Radiology,LLZ
1/2/25,K242334,Ezra Flash,"Ezra AI, Inc.",Radiology,QIH
1/2/25,K241696,Ortho AI,Ortho AI LLC,Radiology,QIH
12/27/24,K242480,FLASH EVD System (10-0002),7D Surgical ULC,Neurology,HAW
12/23/24,K242403,Aquilion ONE (TSX-308A/3) V1.5,Canon Medical Systems Corporation,Radiology,JAK
12/20/24,K242362,Lightning Viewer,Nexsys Electronics Inc. dba Medweb,Radiology,LLZ
12/20/24,K242168,Voluson Expert 18; Voluson Expert 20; Voluson Expert 22,GE Medical Systems Ultrasound and Primary care Diagnostics,Radiology,IYN
12/19/24,K242467,IQ-UIP,"Imbio, Inc.",Radiology,QWO
12/19/24,K243705,Saige-Density (2.5.0),"DeepHealth, Inc",Radiology,QIH
12/19/24,K243688,Saige-Dx (3.1.0),"DeepHealth, Inc.",Radiology,QDQ
12/19/24,K242270,OrthoNext Platform System,Orthofix Srl,Radiology,QIH
12/16/24,K240793,MSKai,MSKai,Radiology,QIH
12/12/24,K243538,uMI Panvivo (uMI Panvivo); uMI Panvivo (uMI Panvivo S),"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,KPS
12/12/24,K242020,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,Philips Ultrasound LLC,Radiology,IYN
12/11/24,K243548,BriefCase-Triage,"Aidoc Medical, Ltd.",Radiology,QFM
12/10/24,K242461,IRISeg,Intuitive Surgical Inc.,Radiology,QIH
12/10/24,K242511,"V5 Diagnostic Ultrasound System, H5 Diagnostic Ultrasound System, XV5 Diagnostic Ultrasound System, XH5 Diagnostic Ultrasound System, V4 Diagnostic Ultrasound System, H4 Diagnostic Ultrasound System, XV4 Diagnostic Ultrasound System, XH4 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",Radiology,IYN
12/9/24,K242729,AutoContour (Model RADAC V4),"Radformation, Inc.",Radiology,QKB
12/6/24,K240926,PeekMed web,"Peek Health, S.A.",Radiology,LLZ
12/6/24,K241543,DrAid for Liver Segmentation,VinBrain Joint Stock Company,Radiology,QIH
12/6/24,K241923,EFAI Neurosuite CT Midline Shift Assessment System (MLS-CT-100),"Ever Fortune.AI, Co., Ltd.",Radiology,QAS
12/6/24,K240680,CDM Insights,Oxford Brain Diagnostics Ltd,Radiology,QIH
12/4/24,K241197,DeepRhythmAI,Medicalgorithmics S.A.,Cardiovascular,DQK
12/3/24,K242188,ClearRead CT CAC,"Riverain Technologies, Inc.",Radiology,JAK
11/27/24,K242444,HERA W10 Diagnostic Ultrasound System; HERA W9 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",Radiology,IYN
11/27/24,K240645,Sonix Health,"Ontact Health Co., Ltd",Radiology,QIH
11/26/24,K241390,NeuroMatch,LVIS Corporation,Neurology,OMB
11/25/24,K241831,Transpara (2.1.0),ScreenPoint Medical B.V.,Radiology,QDQ
11/22/24,K242094,Dreem 3S,"Beacon Biosignals, Inc.",Neurology,OLZ
11/22/24,K242203,BriefCase-Quantification,"Aidoc Medical, Ltd.",Radiology,QIH
11/20/24,K242359,Strain AI (SAI001),Exo Inc,Radiology,QIH
